1.449,kobold_hijinks,main,
1.45,zartam7,main,
1.451,mystic2320,main,
1.454,pinkyoshi2350641x,main,
1.454a,markusknight,main,
1.454b,sauprix,main,
1.455,apixelperfectionist,main,
1.455a,sauprix,main,
1.456,takopus,main,
1.456a,wutrunl24,main,
1.457,koykoy13,main,
1.458,smallcutekitty,main,
1.459,rudderick,main,
1.46,bugtoad & barthandelus_real,main,
1.460,qmbi,main,
1.461,murilo_sep,main,
1.462,sampai.exe,main,
1.463,xxdarkdustxx,main,
1.463a,funnyman4579,main,
1.463b,ptfn,main,
1.463c,ultrasketches11_75825 & Anonymous,alt,
1.464,kellran429_68983,main,
1.465,fy1500,temp,
1.466,nina849,main,
1.467,qaffeine & gaycatbird,main,
1.468,wolfkat7,main,
1.469,pinkyoshi2350641x,main,
1.46a,xeldria516,main,
1.46b,sir.spider,main,
1.46c,doopyfoop,main,
1.47,xeldria516,main,
1.471,rayslithew_snake3000,main,
1.472,rayslithew_snake3000,main,
1.476,maria2025,main,
1.478,gasmaskblacky,main,
1.479,robosoup,main,
1.47a,bugtoad,main,
1.47b,sir.spider,main,
1.47c,doopyfoop,main,
1.47d,swimly & barthandelus_real,main,
1.48,nekokyu_persephone,main,
1.480,.rayzard,main,
1.482,peegeray,main,
1.485,worm9766,main,
1.486,snrasha,main,
1.487,koepskat,main,
1.488,vaddixxvi,temp,
1.488a,pjbatista,main,
1.489,jaimee812,main,
1.489a,xeldria516,main,
1.49,xeldria516,main,
1.491,etto,main,
1.492,djoing,main,
1.493,night__max,main,
1.495,tusit0,main,
1.495a,mossymoggins,main,
1.497,poketoine_,main,
1.498,deep_woods,main,
1.498a,lydsalot,main,
1.499,roundabout_robin,main,
1.49a,xillionno & barthandelus_real,main,
1.4a,daz1610,main,
1.4b,Mamotte5280,main,
1.4c,timeaxis,main,
1.4d,skye__321,main,
1.4e,p4tton,main,
1.4f,jennypoke,main,
1.5,el_keks,main,
1.50,gdei,main,
1.500,astral_rain & anotherhumanperson,main,
1.501,easypeasylemonqweezy,main,
1.501a,wolfxerumo,main,
1.502,maliciousbones,main,
1.504,sdfproteam,main,
1.505,hami3565,main,
1.508,cathartic_innuendo,main,
1.509,banefulbunker,main,
1.50a,Boobsette,temp,
1.51,gdei,main,
1.510,athel.flamebunny,main,
1.511,scurvabetes,main,
1.517,skrill9555,main,
1.518,maria2025,main,
1.51a,Boobsette,temp,
1.52,universez_,main,
1.520,wormspawn,main,
1.520a,.ihavetoomuchfreetime.,main,
1.521,daimposter_60614,main,
1.523,saberman3885,main,
1.525,smallcutekitty,main,
1.525a,steelxraven & saturn_at_last,main,
1.526,nsgrex1234_yt,main,
1.527,warpexowy,main,
1.53,roupiks,main,
1.531,jinx76.,main,
1.531a,_aislin,main,
1.532,axillasinistra,main,
1.534,megamegdoodles,main,
1.535,basstezi,main,
1.535a,basstezi,temp,
1.536,styxy_lucy,main,
1.537,mr.person__prinplup_enjoyer,main,
1.538,_bicc,main,
1.53a,xeldria516,main,
1.54,scarecrow_924,main,
1.541,pinkyoshi2350641x,main,
1.543,snake_gal,main,
1.546,dahappycute,main,
1.548,octopus_apple,main,
1.548a,toad900,main,
1.548b,emp_murphy,main,
1.549,emp_murphy,main,
1.54a,kiinii,main,
1.55,xeldria516,main,
1.550,sonywalkmanneverforgetva,main,
1.552,nullnnow,temp,
1.553,nullnnow,main,
1.554,pokebio,main,
1.554a,nullnnow,main,
1.555,nullnnow,main,
1.556,nighthawk3380,main,
1.556a,nighthawk3380 & gasmaskblacky,main,
1.557,dinonerd2509,main,
1.558,eiskitsune & widecloud,main,
1.559,cebularz_,main,
1.56,dappergamelord,main,
1.560,divinelunaria,main,
1.563,gummy.frog,main,
1.564,cronchyradish,main,
1.568,smatterish,main,
1.56a,retronc,main,
1.57,xeldria516,main,
1.571,djoing,main,
1.572,djoing,main,
1.573,p0keys,main,
1.575,p0keys,main,
1.576,aristhemage,main,
1.58,tjman461,main,
1.59,greystorm101,main,
1.59a,xeldria516,main,
1.59b,eat4081,main,
1.59c,gamelord64,main,
1.5a,el_keks,main,
1.5b,gdei,main,
1.6,knuckles3andknuckles,main,
1.60,retrogamer9934 & akumadelta,main,
1.60b,akumadelta,main,
1.61,akumadelta,main,
1.61a,akumadelta,main,
1.62,nyorobonzo,main,
1.62a,xeldria516,main,
1.62b,plec***,main,
1.62c,theodrys & barthandelus_real,main,
1.63,retrogamer9934,main,
1.63a,0003venusaur,main,
1.64,cartox.,main,
1.64a,krsgaming,main,
1.64b,krsgaming,temp,
1.65,krsgaming,temp,
1.66,rath5557,main,
1.67,mykoloth94,main,
1.68,krsgaming,main,
1.69,.ashari,main,
1.69a,xeldria516,main,
1.69b,mydogsniffs,main,
1.69c,panchin0790,main,
1.69d,ssstarfruit,main,
1.6a,knuckles3andknuckles,main,tutorial sprite
1.7,pancitkansr,main,
1.70,puppygirl2002,main,
1.70a,xeldria516,temp,
1.70b,ssstarfruit,main,
1.71,xeldria516,temp,
1.71a,ssstarfruit,main,
1.72,daimposter_60614,main,
1.72a,_nocta_29,temp,
1.72b,pennytration,temp,
1.73,krsgaming,temp,
1.74,Flubberducky6299,main,
1.75,krsgaming,main,
1.75a,krsgaming,temp,
1.76,prof.draken,main,
1.77,barnabyjjones & kiwikelly,main,
1.78,agentmoo.,main,
1.79,cxlvin9608,main,
1.7a,stan.__.,main,tutorial sprite
1.7b,xyloldi,alt,gen 1 style
1.7c,derflob,main,
1.8,teamama,main,
1.80,kylewb,main,
1.81,chinigandoodles,main,
1.82,xeldria516,main,
1.83,bbutton27,main,
1.84,pinkyoshi2350641x,main,
1.84a,0003venusaur,alt,
1.85,krsgaming,main,
1.86,leopond,main,
1.87,krsgaming,main,
1.88,mrwazzey,main,
1.89,krsgaming,temp,
1.9,gdei,main,
1.90,krsgaming,main,
1.91,krsgaming,main,
1.92,universez_,main,
1.93,krsgaming,main,
1.94,jimbogrove,main,
1.95,xeldria516,main,
1.96,rosemagwin,main,
1.97,noel5229,main,
1.98,hero.drawing,main,
1.98a,kingkaiju1920,main,
1.99,krsgaming,temp,
10,Game Freak & zerocipher2.0,main,
10.1,howlingstarr,main,
10.10,scarecrow_924,main,
10.100,aquaticpanic,main,
10.101,sparklebunny,main,
10.102,barthandelus_real,alt,
10.103,maria2025,main,
10.104,pinkyoshi2350641x,main,
10.104a,pinkyoshi2350641x,alt,
10.104b,.thirak,alt,
10.105,thesinfultrubbish,main,
10.105a,.thirak,alt,
10.106,jackythewannabe,main,
10.107,jackythewannabe,main,
10.107a,jackythewannabe,alt,
10.108,holymagicmental,main,
10.109,cad48,main,
10.10a,cxlvin9608,main,
10.10b,springames,alt,
10.11,maelmc,main,
10.110,felmdog,main,
10.111,queen_of_drift,main,
10.112,metachar,main,
10.114,kiwikelly,main,
10.114a,charliestay,main,
10.116,blueboy9671,main,
10.117,lhbeikko,main,
10.117a,scatter5706,main,
10.118,.entomologist,main,
10.119,stickieanimates,main,
10.12,gdei,main,
10.120,haypile,main,
10.121,scatter5706,main,
10.122,best_kiwi,main,
10.123,lathspell93,main,
10.124,frizez,main,
10.127,.izik,main,
10.127a,supersystem,main,
10.128,.7soul,main,
10.128a,.7soul,main,
10.129,beespoon,main,
10.12a,te4mst4r.boris & maybe_nazuna,main,
10.12b,te4mst4r.boris & maybe_nazuna,main,
10.13,xiapher,main,
10.130,nobodyherewhatsoever,main,
10.130a,phil_fr27_63950,temp,
10.131,gamelord64,main,
10.131a,muffpuff,main,
10.132,pory,main,
10.133,danniwins,main,
10.134,liwibird,main,
10.135,clickonflareblitz,main,
10.136,mondongo.44,main,
10.137,catseye2007,main,
10.138,eddysoul,main,
10.139,banefulbunker,main,
10.13a,simply_mei,main,
10.13b,tysonturnpike,alt,
10.13c,al3playals & monoski1,alt,
10.13d,existence.mp3,main,
10.14,tobbns,main,
10.140,joethezombie,main,
10.141,rosemagwin,main,
10.142,skidznet,main,
10.143,rosemagwin,main,
10.145,Unknown,main,
10.147,lanamuddy,main,
10.147a,sparklequeen6529 & luxio.,main,
10.148,deerily,main,
10.149,allseeing,main,
10.15,bigbepisbois,main,
10.150,allseeing,main,
10.151,allseeing,main,
10.151a,toad900,main,
10.151b,rosemagwin,main,
10.152,zephyrcentauri,main,
10.152a,skidznet,main,
10.153,soy_nuts & barthandelus_real,alt,
10.153a,_evermore,main,
10.153b,animorphs128,main,
10.153c,_evermore,main,
10.154,vinnyruby,main,
10.155,slimple,main,
10.155a,kammcorder,main,
10.156,frizez,main,
10.158,minoth91,main,
10.159,cronchyradish,main,
10.15a,anotherhumanperson,main,
10.16,kaiivee2186,main,
10.161,retrogamer9934,main,
10.162,thestuffman,main,
10.162a,ninguem3567,alt,
10.163,funkytomate,main,
10.164,_testrun_,main,
10.165,mutilatedlips,main,
10.165a,tobbns,main,
10.166,charmingloopy,main,
10.167,error6038,main,
10.168,elite01.,main,
10.169,assassiowl,main,
10.169a,felmdog,main,
10.16a,soldierex,main,
10.16b,dragon2291__60095,main,
10.17,mirpebble,main,
10.170,kiwikelly,main,
10.171,felmdog,main,
10.172,toad900,main,
10.173,coral.reef_,main,
10.173a,grafaiguy,main,
10.173b,barthandelus_real,main,
10.174,steezedoutmax,main,
10.174a,tanino_,main,
10.175,larky_,main,
10.176,lily_blade,main,
10.177,knuckles3andknuckles,main,
10.178,mr.person__prinplup_enjoyer,main,
10.179,blummer,main,
10.179a,kammcorder,main,
10.18,mirpebble,main,
10.180,maria2025,main,
10.181,theshadoworigin,main,
10.182,felmdog,main,
10.183,_rondine,main,
10.185,gordogamr,main,
10.186,grey_rain,main,
10.187,holgast,main,
10.188,stickieanimates,main,
10.189,scatter5706,main,
10.19,jamojauhis,main,
10.190,scotsman,main,
10.191,clickonflareblitz,main,
10.191a,Smogon & bubbarottweiler,alt,
10.192,felmdog,main,
10.193,sir.spider,main,
10.193a,ptfn,main,
10.194,lilactypo,main,
10.195,them1438,main,
10.195a,007z3lda,main,
10.195b,amphi64,main,
10.195c,byrdffv4623,main,
10.196,fciv,main,
10.197,leafysun,main,
10.1a,bucklin,main,
10.2,gamelord64,main,
10.20,mirpebble,main,
10.200,felmdog,main,
10.201,strix.png,main,
10.201a,caydebug,main,
10.201b,nullnnow,main,
10.202,sontyp_ohnenamen,main,
10.203,schniouf,main,
10.204,catsoup02,main,
10.204a,universez_,main,
10.206,sammybloo,main,
10.207,joethezombie,main,
10.208,onix98,main,
10.209,supergarb,main,
10.21,kiwikelly,main,
10.211,betortilladepatatas,main,
10.211a,oligalart,main,
10.212,kobold_hijinks & threeheadedsewerrat,main,
10.212a,kobold_hijinks & threeheadedsewerrat,alt,
10.213,mr.person__prinplup_enjoyer,main,
10.214,skidznet,main,
10.215,skidznet,main,
10.216,tokiwoki,main,
10.217,djoing,alt,
10.218,bizmythe,main,
10.218a,theblackboots,main,
10.22,r_unriot94,main,
10.220,rockwitch,main,
10.221,yellownormie_01090,main,
10.221c,yellownormie_01090,alt,
10.222,clickonflareblitz,main,
10.223,._._.victor,main,
10.224,thechaoticcrusader,main,
10.226,stickieanimates,main,
10.228,abruptbark,main,
10.229,master.of.none,main,
10.229a,master.of.none,main,
10.23,teamama,main,
10.231,skidznet,main,
10.232,bigbepisbois,main,
10.233,iridescentmirage,alt,
10.234,skidznet,main,
10.235,desnik,main,
10.235a,adrianw1694,temp,
10.236,jackythewannabe,main,
10.236a,jackythewannabe,main,
10.238,frizez,main,
10.239,jackythewannabe,main,
10.239a,jackythewannabe,main,
10.23a,shaminski,main,
10.24,mirpebble,main,
10.240,busilisk,main,
10.241,hungryorc,main,
10.243,koepskat & beakmonster,main,
10.244,kyrokey,main,
10.245,maria2025,main,
10.246,kiwiarms,main,
10.248,cocosquid.,main,
10.25,skidznet,main,
10.250,jynxle & xenellia,main,
